Gene Symbol,WM_1,WM_2,WM_3,W3_1,W3_2,W3_3,W12_1,W12_2,W12_3,W24_1,W24_2,W24_3
OR4F5,0,0,0,0,0,0,0,0,0,0,0,0
OR4F29,0,0,0,0,0,0,0,0,0,0,0,0
OR4F16,0,0,0,0,0,0,0,0,0,0,0,0
SAMD11,0.075322419,0.034549436,0.043680197,0,0,0,0,0,0,0,0,0
NOC2L,24.96919137,21.76274506,20.66441581,18.07263358,14.24586852,19.2854665,20.27161922,27.61874203,18.07225929,18.37126675,24.71426501,20.48235585
KLHL17,1.3864206,1.271867003,0.482399204,1.40328099,0.61882598,0.451428483,0.477438833,1.057756934,0.763206138,1.024436625,1.590229127,1.013850585
PLEKHN1,1.052253921,0.863699306,0.25693145,1.175134961,0.785209103,0.540981185,1.222323387,1.378505016,0.853634256,0.673233205,1.3888948,1.500850844
PERM1,0.412403441,0.798693351,0.425167523,0.368803686,0.180466104,0.447605052,0.344287349,0.288419485,0.277472091,0,0.347421801,0.551909455
HES4,69.25623527,72.80329403,77.06940951,104.9410526,76.82496945,89.37880173,53.44583772,40.1909199,107.9232414,93.92846531,106.9747438,83.06540544
ISG15,56.35605746,53.45862457,66.13636697,73.5027777,73.54578685,76.38568103,48.62244735,34.53700038,83.24881145,245.9647015,231.6325587,173.2092457
AGRN,33.25922024,30.94598544,23.93474207,18.75960348,16.69142708,20.31499507,24.22358167,30.73518611,21.64455822,29.24217357,45.82933104,25.20704585
RNF223,0.577432274,0.605396211,1.052412564,0.24142698,0.259901553,0,0.387368521,0.23600715,0.999016236,1.415676133,0.673542484,1.454845593
C1orf159,5.013146594,4.826603166,4.634204945,4.176472905,3.938945339,2.95756348,3.554513646,4.416432181,4.440064178,5.46587136,6.556788596,5.636674934
TTLL10,0.159164695,0,0.092301141,0.058229028,0,0.077737748,0,0.091074938,0,0.170721279,0,0
TNFRSF18,0,0,0,0,0,0,0,0.196592233,0,0.163784429,0,0.098526485
TNFRSF4,0.182331898,0,0,0,0,0,0,0,0,0,0,0
SDF4,41.23158629,36.84671271,32.84687721,27.12112204,29.78698634,32.15562756,30.65071314,31.44772968,35.78400593,33.99839881,48.56071097,36.30363049
B3GALT6,12.14611446,8.331346132,6.72054573,8.418287028,9.611050508,7.510609317,7.535198116,8.034032025,10.61216091,10.43834922,12.25056646,12.2710258
C1QTNF12,0.174912595,0.24069055,0.202867001,0.511922092,0.929973825,0.51257515,0.616032548,0.20017195,0.866583558,0.375225196,0.408051538,0.601923228
UBE2J2,16.44883687,13.16534403,15.71784419,14.16709353,15.39544387,17.17344314,11.4300185,13.77522445,17.28489673,16.83361202,19.30316725,17.07318446
SCNN1D,0.194902606,0.178798695,0.180841441,0.057042747,0.184223386,0.304616089,0,0.133829247,0.171666076,0.111495487,0.1818744,0.100607168
ACAP3,6.714725552,6.151748819,4.616945726,4.2549347,4.285919402,3.671001661,4.06484975,5.707252477,5.62789078,5.298218954,6.897456024,6.604260794
PUSL1,12.95389749,12.86664571,11.62454812,11.18466988,12.63636859,11.206635,10.21242868,6.474484933,11.45115838,11.80971932,14.81588575,10.2225681
INTS11,12.59753705,11.20645833,9.474925486,8.819376054,9.419083631,10.85125334,10.36145761,12.46176322,9.876803515,11.30112557,13.53658854,12.4636003
CPTP,6.568050066,6.813727247,6.051484538,3.68289491,4.133944678,4.85683003,5.447983614,6.287208309,6.183731419,5.706182849,6.837856598,6.205125528
TAS1R3,0.045702475,0,0.212026449,0.300957402,0.035998598,0,0.042923095,0,0,0.130722206,0.053309384,0
DVL1,24.29141086,23.64289267,19.89569974,11.09157263,11.92412514,16.47524584,16.53590292,19.86677742,19.22593101,21.29712887,23.44020178,22.56176414
MXRA8,82.67177167,72.7215066,62.39890975,55.86206727,62.62753784,60.33923716,61.49283832,64.33365941,66.29132935,83.19950523,98.83206532,95.64590418
AURKAIP1,129.9167754,147.7705862,139.0137311,159.1978405,111.9949504,130.2112865,111.6419287,83.59115885,190.4889811,142.7780207,137.1212697,110.5973072
CCNL2,22.5037821,16.88322987,19.14023499,22.33124673,18.97047043,20.11397268,18.42475109,21.92658706,18.62302825,17.55769074,23.0968042,25.30160123
MRPL20,30.16376487,30.94971413,36.19200413,43.68767555,37.92159884,35.7313416,31.10416388,22.81459446,43.40160039,36.57920775,34.06842489,29.67845301
ANKRD65,1.186812389,0.653250904,1.032365921,0.629568333,0.280445964,1.159303856,0.668782082,0.30559534,0.555325797,1.103252902,1.522785373,0.459467305
TMEM88B,0,0,0,0,0,0,0,0,0,0,0,0
VWA1,54.45690405,46.7036134,38.72961349,27.68537085,25.60721739,28.92725196,32.30754418,38.25054777,42.73286345,46.8040278,62.25629829,51.46078165
ATAD3C,0.453800522,0.398204839,0.457675301,0.144364348,0.388528635,0.07709254,0.203836122,0.429015411,0.217227099,0.395043428,0.414260572,0.373439166
ATAD3B,20.68943682,16.65665084,16.22632314,16.19911554,15.29104666,17.71607045,14.80838957,16.22696313,13.72782516,16.92670068,19.08251796,19.03830006
ATAD3A,31.08280596,24.90335483,22.05717573,21.1904095,18.76499372,25.01897846,19.92581262,25.37688218,26.22885922,22.18988155,26.56612957,20.78157596
TMEM240,0.568465934,0.104299238,0,0,0.089553035,0,0.21355795,0.455391187,0.500692722,0,0.530466999,0.391250098
SSU72,26.49683338,24.57772019,26.10669801,30.54386859,28.63382319,27.02244378,22.4383873,21.59836557,25.63022546,27.25018123,25.37049389,26.81108389
FNDC10,2.031754504,2.83033617,3.141957406,1.431540412,1.837447883,1.02908373,2.685606448,1.593167113,3.811028058,2.79808218,5.485944689,2.913265119
MIB2,5.62837687,4.867813324,4.327717509,3.424183344,3.517053208,4.807401814,3.991879666,3.957894011,4.502208169,4.581368246,6.690437128,6.320271132
MMP23B,0.06902622,0.063322899,0.160115882,0.277779107,0.054370078,0,0.194485242,0,0.227988107,0.197434815,0.040257614,0.178153916
CDK11B,19.76951111,16.73303064,21.36393665,19.22085465,17.14858461,20.87112548,17.74343287,18.35180229,18.37332711,19.58862705,17.86562058,18.07232212
SLC35E2B,3.522931351,2.768930469,2.167620009,1.750352797,2.105109699,2.939232298,2.650458939,3.427464787,2.500034209,2.3253682,3.019301894,2.516327686
CDK11A,0.233626076,0.306175174,0.212900308,0.244200232,0.223453967,0.326015677,0.203745459,0.229169419,0.496059637,0.16705942,0.720209663,0.373273067
SLC35E2A,0.884869961,1.212970529,1.403774943,0.766514229,1.217726217,1.331313105,1.375542454,1.23962962,0.727864274,0.887298373,0.949104705,1.286286058
NADK,11.45035315,10.51718318,9.425284629,7.945212386,7.488209343,12.629502,10.76723143,13.24897531,10.65275454,10.9976686,14.22689636,12.71053561
GNB1,56.2475648,52.8449475,50.88798741,52.33646518,56.11990192,51.03888975,51.91984135,53.61164453,47.80807928,52.73057161,51.63497325,54.68035645
CALML6,0.709786419,0.434093341,0.627218267,0.197843221,0.372719654,0,0.444414002,0.077360724,0.148848763,0.386703433,0.315400456,0.174469561
TMEM52,6.496345959,6.456214468,5.822181109,5.977589661,8.140674258,7.307250757,3.327967047,6.139087864,6.773015572,7.812640543,11.19421813,5.419574759
CFAP74,0.316141677,0.179536398,0.139682748,0.12667272,0.272732041,0.132348851,0.311054469,0.473780617,0.149170112,0.36600838,0.298521296,0.084185218
GABRD,0,0.103623433,0,0.020662082,0.022243194,0,0,0.016158589,0.170997919,0,0,0
PRKCZ,4.643613294,3.779276624,3.610360465,3.555507091,2.969816009,4.756759147,4.438403174,4.861555661,3.4045597,4.569383936,5.847919331,7.212200603
FAAP20,6.913453973,7.476180117,6.901455084,7.80327122,6.855040353,6.963809549,6.094794421,3.865449459,9.399684825,7.615840891,7.544430347,5.929234665
SKI,6.825518114,5.314629454,4.728869829,2.907725903,2.85582861,3.453390768,4.72602338,7.818583046,5.724820117,5.000678026,6.893017318,7.115378531
MORN1,0.477457231,0.336440253,0.577840804,0.54680432,0.403332272,0.297408427,0.753866909,0.597880616,0.525667736,0.613559556,0.56499859,0.654844369
RER1,20.86992173,22.62309313,21.99903873,25.54776615,27.91533799,23.88711883,21.68508175,18.36242618,24.5555864,20.50255261,21.33682563,20.03016942
PEX10,4.61704161,3.570783114,3.121710342,2.302636109,2.935467655,3.438136035,2.916765348,4.241252161,3.373630297,2.990611161,4.178005128,3.313079809
PLCH2,0.014553065,0,0,0.010648226,0,0,0,0.008327346,0,0,0.016975338,0.025040587
PANK4,6.297983661,3.917501455,5.095350121,3.75393663,3.061146136,4.861585101,4.804112995,6.029675364,4.447851395,4.371700485,4.371912279,5.444712056
HES5,0,0,0,0,0,0,0,0,0,0,0,0
TNFRSF14,0,0,0,0,0,0,0,0.014435941,0,0,0,0.021704661
PRXL2B,0.372344344,0.256184424,0.512824428,0.442711622,0.293285525,0.36371396,0.393412895,0.359534594,0.204970619,0.133126471,0.271449295,0.360377204
MMEL1,0.367343751,0.037443535,0.047339152,0,0.096448898,0,0.038333763,0.02335513,0,0.116745404,0.190438205,0.070229596
TTC34,0.106805036,0.097980224,0.020645757,0.013024567,0,0,0,0.020371482,0.039196503,0.025457757,0.062291053,0.045943255
ACTRT2,0,0,0,0,0,0,0,0,0,0,0,0
PRDM16,0,0,0.037262558,0.058768572,0.050612548,0.031383223,0.015087026,0.009191883,0.017685982,0.022973755,0.0374754,0.027640275
ARHGEF16,4.343353598,3.932735622,4.350572725,3.497816051,2.254843359,4.242681171,3.6421554,4.639748685,3.462232121,4.35620062,6.020318895,5.059068431
MEGF6,0.189461725,0.184031331,0.1034077,0.13862587,0.166790778,0.04354595,0.324478232,0.255084869,0.098161096,0.239080126,0.311995081,0.172585815
TPRG1L,16.83356207,16.84385175,18.99621721,13.14904445,13.05456214,17.33221697,14.83316547,18.20459823,18.10396199,17.56781362,19.4458786,21.38787948
WRAP73,5.808310402,5.517682098,6.533176491,4.861273854,7.476100289,4.817087426,5.62948754,5.673054452,5.054500932,6.639472659,7.569305051,7.677459923
TP73,0.556782249,0.659754757,0.430511193,0.263104717,0.475109108,0.226615363,0.468450715,0.577451532,0.408668317,0.779689439,0.676516024,0.538887278
CCDC27,0,0.033589953,0,0,0,0,0,0,0,0,0,0
SMIM1,11.43537895,11.07740842,12.42824045,11.58517267,16.18801192,11.87335138,12.91797018,7.000968056,20.42581319,10.86470101,12.68578574,10.80125462
LRRC47,16.48526034,14.61321018,12.7331836,11.90945769,15.83101736,13.98208759,14.65066174,17.55385225,13.00514976,14.35942622,17.14209512,15.42301649
CEP104,5.368668502,4.696643972,4.93282858,2.995314594,3.962005464,4.339382081,4.499603096,5.927387288,4.660618993,4.814754792,4.345235966,4.404544178
DFFB,2.878464715,3.198509981,3.009351107,2.076459184,1.70844976,2.494929741,2.95090733,3.386940436,3.280701732,2.145279763,3.097474941,2.179930294
C1orf174,7.741137975,7.314732829,9.206407782,8.515706755,8.561825258,10.02406822,11.0986378,9.54444539,8.916449645,8.232892299,8.028632544,7.62884193
AJAP1,0.012647851,0,0,0.064779501,0,0,0,0.007237172,0,0,0,0
NPHP4,0.881776277,0.524704303,0.566631707,0.357464851,0.366047265,0.279352873,0.57634858,0.692061795,0.511644306,0.656095518,0.66716287,0.891879068
KCNAB2,0.485467761,0.830324334,0.639401295,0.511740874,0.362946221,0.482252894,0.625957301,0.663864794,0.570723532,0.835499862,0.902194503,0.814078437
CHD5,0.047592497,0,0,0.011607536,0,0,0,0,0,0,0,0.013648259
AL031847.2,0,0,0,0,0,0,0,0,0,0,0,0
RPL22,29.55634329,31.37197236,33.69702343,31.35995702,26.43497716,30.67163429,35.61131268,28.30222742,37.11563927,34.7216342,29.98067601,29.98302759
RNF207,3.133166684,3.278654878,2.390364773,2.109433869,2.402224464,2.676521872,2.763605269,3.524280252,2.505174406,2.862310105,3.710248114,3.033747913
ICMT,24.66887445,25.2835374,26.68424111,24.71324752,26.27715856,26.06355902,26.8000004,25.83606318,24.82023561,24.49494533,24.74936461,27.31240438
HES3,0,0,0,0,0,0,0,0,0,0,0,0
GPR153,0.768724144,0.881509977,0.534948652,0.4921544,0.408714611,0.075090627,0.324888503,0.82475306,0.634758657,0.219877185,0.986341138,0.562146454
ACOT7,13.79122617,13.83836429,13.36988968,14.39157119,16.64657155,14.93950239,12.77386209,14.30251399,11.72815639,9.739295687,12.35901927,13.58322813
HES2,2.306876184,3.114509903,2.89431592,2.123146461,1.862776002,2.777783807,2.370979051,2.067181693,2.252283842,2.36543851,2.826230458,2.371596442
ESPN,0.293391222,0.18633437,0.196315844,0.264208352,0.159989743,0.220454502,0.222558594,0.219535535,0.173931663,0.258210204,0.500174221,0.291242701
TNFRSF25,0.750964337,0.604901491,0.786008976,0.201024742,0.403960924,0.071566645,0.361248505,0.639318738,0.988117029,1.152571253,1.345984151,1.008498969
PLEKHG5,0.355925927,0.408146744,0.438610364,0.390637275,0.56070637,0.651892683,0.250710311,0.42005458,0.514322809,0.349954819,0.518959634,0.334917406
NOL9,5.044872096,4.58856584,4.12948256,5.78478808,6.659563004,6.829766926,6.49590399,5.822648794,4.002864276,5.399631027,5.16938018,3.683158574
TAS1R1,0,0,0,0,0,0,0,0,0,0,0,0
ZBTB48,3.536532241,3.963510036,2.141794379,3.275951809,3.348245385,2.99508713,3.272373648,3.827938485,2.992147713,3.936573107,3.474894585,3.087513266
KLHL21,6.604616965,4.943067518,5.366068816,3.776157965,2.972729931,4.264007275,4.676241385,6.842887263,5.018717189,6.340386913,8.234306789,6.562269342
PHF13,13.74603445,12.62981325,11.79034241,9.948582125,10.55879183,10.53376049,11.36887146,12.48733641,12.06028802,16.54996934,16.50629995,16.04300779
THAP3,4.623671842,3.446331665,3.172885728,2.621872105,2.761805042,3.236826475,2.677865648,3.053568538,3.499746219,5.042042496,5.70786139,4.972296801
DNAJC11,10.26325374,10.05237005,7.500112355,7.035164633,6.807651527,9.618321931,7.537339406,12.61966399,8.631851907,7.945945324,8.965132321,8.617239151
CAMTA1,2.75229754,3.550623433,3.355403614,4.777074247,3.682983484,3.620314248,3.767223537,2.34889803,5.225384551,3.857904423,2.927667091,3.612326792
VAMP3,29.53180528,34.21015023,34.44935258,33.19174865,42.15709121,42.20202068,36.78535686,40.09068845,32.23209399,32.51951697,36.30383528,38.19579082
PER3,0.164664907,0.257689562,0.067405247,0.070872039,0.114443007,0.113539921,0.163747977,0.365803797,0.255941211,0.24934708,0.2485643,0.333328272
UTS2,0,0,0,0,0,0,0,0.050126812,0,0,0,0
TNFRSF9,0,0,0,0,0,0,0,0,0,0,0,0
PARK7,112.1578308,116.7916504,142.76086,143.1748865,150.7024027,139.3214327,122.0581241,94.83340311,143.4807373,132.0845913,116.2811547,115.5815958
ERRFI1,72.88233027,71.38194037,67.64165428,91.73461061,105.352749,98.59749134,71.10775692,77.10194591,61.19730552,66.68287766,64.83647474,76.06804791
SLC45A1,0,0,0,0.039750183,0.256751776,0,0,0.03108626,0,0.233086566,0,0
RERE,6.444722462,7.038362504,5.536824734,5.793318802,4.598244334,5.662478238,6.782966596,8.081735854,6.186948059,6.954110565,9.052710104,7.732997135
ENO1,627.1105867,538.7937349,544.8114044,544.0962889,636.7602694,589.8010666,554.5781401,608.871285,500.78264,590.8597764,651.5001438,652.9425389
CA6,0,0,0,0,0,0,0,0,0,0,0,0
SLC2A7,0,0,0,0,0,0,0,0,0,0,0,0
SLC2A5,0.117209471,0.021504998,0.108753444,0,0.073858173,0.045797092,0,0.026827169,0,0.167626376,0,0.060502592
GPR157,1.723175591,1.004744153,1.405775417,0.929586005,0.759167017,0.912940997,1.56352088,1.412168023,1.254061909,1.900503044,1.873717668,1.218650831
H6PD,1.262444463,0.772089632,0.849240311,0.972973265,0.828661009,0.838564367,1.169860414,1.295464286,0.926611893,1.08328613,1.040616788,0.796477911
SPSB1,9.589918411,6.936527669,6.898133785,8.602299422,9.478463749,7.971500047,7.491158528,9.695295773,8.147107775,7.088260863,9.465164915,8.131402641
SLC25A33,6.798581173,7.22652456,8.357288754,11.18496308,9.908460086,9.66325186,7.474805304,7.03494815,7.283364228,10.5089342,9.425974647,7.109808152
TMEM201,3.513618901,3.295622364,2.651468206,1.853981414,2.35067075,2.772144157,2.570145094,4.066132829,3.322857385,3.317775009,4.387432698,3.633217157
PIK3CD,1.771652992,2.034428134,1.86799755,1.631691033,0.65382767,1.137589795,1.594096099,2.282709457,1.527697946,1.116253477,3.208185999,1.833289705
CLSTN1,7.233311391,5.546597899,5.555532273,3.949166365,3.990412642,4.854266157,4.317192516,8.088313448,4.969703453,4.876210873,7.954204709,5.736051389
CTNNBIP1,7.847179347,7.522102313,6.049373667,8.01079883,8.993924752,6.242394698,7.016904066,6.493313694,9.44140926,8.534547087,9.290321642,8.145770797
LZIC,11.79251451,13.26511611,16.70570544,14.9353133,14.30893393,14.70066998,15.42638984,13.3026942,15.45624455,12.96997986,9.726968701,9.952091793
NMNAT1,2.433428795,2.107478105,1.677613284,2.266088103,2.211629725,2.327157893,2.07767333,1.996129019,1.779848587,1.703571225,1.329907233,1.185844251
RBP7,0,0.334339022,0,0,0,0,0,0.104270755,0,0,0,0
UBE4B,6.067539334,5.605627017,5.492244006,4.477243249,3.709661874,3.878511506,5.900333825,7.706000585,5.696147648,4.953276778,6.756654874,6.321702327
KIF1B,1.142193066,1.088432008,0.883158362,0.806569801,0.906648672,0.631375722,1.426150112,1.588325454,1.062559245,1.247284972,1.31681248,1.226410084
PGD,45.86289627,42.80136923,37.14897647,30.71228351,37.93745547,39.16758501,36.31709181,42.81515034,38.6129298,38.12874991,38.90374507,43.18854968
CENPS-CORT,0.27967308,0.064141243,0,0.05115799,0,0,0,0.080015258,0,0.049996584,0,0.060152087
CENPS,1.849557364,1.034595667,1.726585995,2.046437265,1.705575916,1.76262185,1.482870756,1.574584332,1.14232224,2.064493775,0.78929463,0.504530388
CORT,0,0,0,0,0.109365653,0.271256584,0,0,0,0,0.161956739,0
DFFA,12.5574142,12.96526792,11.33544641,11.70175282,13.66096252,12.03491155,13.58505264,12.82530282,13.04281102,12.5204069,9.92162341,10.80339481
PEX14,11.42018642,10.28435763,6.683434716,7.742672083,5.632422437,6.498836784,6.789645403,10.26666562,9.141612614,10.93828427,12.67940111,10.34330706
CASZ1,0.013840561,0.012696979,0,0.030380698,0,0,0.038996556,0.007919647,0,0,0.048432723,0.011907312
C1orf127,0,0,0,0,0,0,0,0,0,0,0,0
TARDBP,28.41505672,27.71497571,29.23956401,24.86576607,26.75837605,29.78862863,33.835093,34.69232795,24.22784537,23.6729335,23.63378587,26.14692634
AL109811.4,0,0,0,0,0,0,0,0,0,0,0,0
MASP2,0,0,0,0.027005064,0.043607335,0,0.034663605,0,0,0,0,0.031752831
SRM,108.7860499,90.01496871,99.18320516,122.3287804,162.0971271,113.6933812,99.95760995,89.09125663,104.6172118,94.459088,105.0047966,84.77222883
EXOSC10,16.81875074,14.19428717,11.9435032,11.22551001,11.37426479,12.38232307,14.87541582,18.27546899,10.05701761,12.22285293,15.06038493,17.15654166
MTOR,5.502191112,4.869420673,4.294405985,3.997440325,3.421252551,4.375604387,5.003430686,7.233877173,4.140661469,4.091840204,5.542130468,5.034370847
ANGPTL7,0,0,0,0,0,0,0,0,0,0,0,0.060313353
UBIAD1,7.455830063,7.066365763,6.140918243,9.713374171,8.985436455,8.715492184,6.509483317,6.93378975,5.115548577,8.411113555,6.338047266,6.653445809
DISP3,0,0,0,0,0,0,0,0,0,0,0,0
FBXO2,0.045929917,0.126404815,0.053270404,0.235242888,0.108533245,0.089730661,0.129410116,0.052562716,0,0.065686378,0.107149365,0.118543282
FBXO44,0.511570988,0.48970666,0.464345137,0.195290948,0.473028932,0.086906702,0.501349539,0.687264597,0.440785626,0.190857386,0.622663277,0.420979337
FBXO6,0,0,0.100481336,0.06338958,0.068240303,0,0,0.198292921,0,0.123900976,0.101055282,0.149068232
MAD2L2,14.11314162,12.01606299,12.29020656,15.31683143,15.07610795,17.29015905,13.4986742,10.4523903,15.9019647,13.39962588,12.22276399,12.08090612
DRAXIN,0,0,0,0.015627352,0,0,0.020059214,0,0,0,0,0
AGTRAP,16.72060252,16.25526119,14.53531647,15.88792785,17.86500298,16.42745467,15.21962169,14.36065222,17.91235924,17.73882892,18.9775386,13.55356218
C1orf167,0,0,0,0,0,0,0,0.006906995,0.093027614,0,0,0
MTHFR,1.074095928,0.65489612,0.615282505,0.78110537,0.557145781,0.716526825,0.627408938,0.689555437,0.663382326,0.861721046,0.687552193,0.625435069
CLCN6,2.495297005,2.447599698,1.591751472,1.769588289,2.162025437,2.174964093,2.650010136,3.190635343,1.796282613,1.921571654,3.044961049,3.37700912
NPPA,0.140086248,0.257023123,0,0.204997373,0,0,0,0.240474428,0.15423124,0.400686906,0,0.482076014
NPPB,40.4675663,36.812822,48.77051319,209.8298764,157.5952761,178.214403,45.96881028,34.02216499,62.59921581,47.52816436,49.57649796,27.71589762
KIAA2013,25.12927832,23.73292456,20.13280311,18.01927538,16.59201293,20.59970945,21.06354409,25.65256013,17.87408925,22.8077679,23.53876576,21.74264203
PLOD1,10.73503038,9.509855567,8.961764161,8.642257693,7.549724847,10.25574234,8.378737421,11.35714316,9.107760612,7.887205404,11.95420346,9.400482267
MFN2,33.12717228,31.93846961,25.3765079,22.1148182,23.53373804,27.98311937,28.07537676,36.85501508,23.01218184,23.86878924,34.39048598,27.11568521
MIIP,42.68633068,34.95004259,34.76878631,28.30286318,27.40208588,22.5462203,29.51278509,32.92252053,35.23973352,32.45265657,43.59569981,39.66660202
TNFRSF8,0.041973408,0.038505337,0,0.061422434,0.066122626,0.164002108,0,0.24017421,0.046211608,0,0,0.108331688
TNFRSF1B,5.457635241,4.280533803,3.406533413,2.926356558,4.183976767,3.825394892,3.717133195,4.267154657,4.609736699,6.613568256,8.69861645,9.354783611
VPS13D,1.254084902,1.268284365,1.117170248,0.881662433,0.981857958,1.313572546,1.170722871,1.919349055,1.081282193,1.247902015,1.392322618,1.078914345
DHRS3,5.271229572,3.982334561,5.724076853,4.461866416,5.739535423,3.735585562,5.023465411,5.529750131,4.779339621,4.508387581,4.912847779,6.802416478
AADACL4,0,0,0,0,0,0,0,0,0,0,0,0
AADACL3,0,0,0,0,0.030521904,0,0.036392933,0,0,0.055417305,0,0
C1orf158,0.038100194,0.069904298,0,0.195140773,0,0.074434177,0.071566287,0.021801146,0.041947302,0,0,0.098335078
PRAMEF12,0.087848039,0.080589557,0,0,0.207586542,0,0,0.050267144,0,0,0,0
PRAMEF1,0,0,0,0.047067868,0,0,0.060416148,0,0,0.091998634,0,0
PRAMEF11,0,0,0,0,0,0,0,0,0,0.121617706,0,0
HNRNPCL1,0,0.389710151,0,0,0,0,0,0,0,0,0,0.121824263
PRAMEF2,0,0,0,0.069913842,0,0,0.269223481,0,0,0,0.111456221,0
PRAMEF4,0,0,0.199093763,0,0,0,0,0,0,0,0,0
PRAMEF10,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF7,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF6,0,0,0,0,0,0,0,0,0,0,0,0.151324309
PRAMEF27,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPCL3,0,0,0,0,0,0,0,0.039101533,0,0,0,0
PRAMEF25,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPCL2,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF26,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPCL4,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF9,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF13,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF18,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF5,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF8,0,0,0,0,0,0,0,0,0,0,0.094481732,0
PRAMEF33,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF15,0,0,0,0,0,0,0,0,0,0,0,0.144752047
PRAMEF14,0,0,0,0,0,0,0,0,0,0.097516153,0,0
PRAMEF19,1.52538359,0.849604214,1.137323124,1.116096811,0.944038244,0.212861069,0.818638808,1.122213997,1.079618682,1.246581484,0.508364208,1.031107029
PRAMEF17,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF20,0,0,0,0,0,0,0,0,0,0,0,0.084521781
LRRC38,0,0,0,0,0,0,0,0,0,0,0,0
PDPN,0.169297651,0.388273399,0.04908867,0.185808248,0.03333779,0,0.198752341,0.242182681,0.186392219,0.151324971,0.049369063,0.218475237
PRDM2,3.921337656,3.946527352,3.215283169,3.289566935,2.952962752,3.381456809,4.229221635,4.236940881,2.957263661,4.170107793,3.937344318,3.719616079
KAZN,0.170034605,0.270374733,0.216930355,0.182470027,0.232148175,0.088583177,0.196955945,0.385935888,0.224644303,0.162115936,0.337170972,0.633898089
TMEM51,3.64224245,2.795126467,1.949696783,2.793089214,2.427526912,3.420981469,3.256282043,2.104151245,2.082121744,4.808242867,3.676562574,5.182317147
FHAD1,0.024505521,0.011240371,0,0.017930266,0.01447675,0,0,0.014022198,0.013489964,0.035046414,0,0.005270648
EFHD2,70.20363377,59.82515309,58.88377009,59.89389876,57.27502166,66.06346388,50.47679665,54.94459049,70.22853411,68.39698565,80.37015176,71.83713525
CTRC,0,0,0,0,0,0,0,0,0,0,0,0
CELA2A,0,0,0,0,0,0,0,0,0,0,0,0
CELA2B,0,0,0.124894784,0,0,0,0,0,0,0,0.062804089,0
CASP9,3.379723639,2.472182937,2.279394987,2.178753637,2.52138788,2.472404144,2.153413148,2.496175374,3.065305653,1.831190109,2.188214127,3.151014977
DNAJC16,2.326972781,1.958214244,2.836998939,2.098092936,2.626665919,2.147751533,3.742813187,3.01948038,2.612367055,2.581091873,2.650166792,2.829515409
AGMAT,0,0.05757318,0,0.045919412,0.098866551,0,0.117883988,0.071821696,0,0.1346308,0,0.053992514
DDI2,7.039403224,7.602259426,6.020240397,4.095893468,3.818696078,5.076673358,8.092625062,8.795731329,6.319719115,6.230853067,7.555089694,6.139557406
RSC1A1,0,0,0,0,0,0,0,0,0,0,0,0
PLEKHM2,13.24600098,12.95466379,11.12490741,11.51605818,9.878859906,13.42233118,11.332249,14.59259346,10.95857488,13.47287848,14.02996416,14.06464372
SLC25A34,0.049106916,0.135148309,0,0,0.038680184,0.095937383,0.115301241,0.084297765,0.108130823,0.140459886,0.630085215,0.042247663
TMEM82,0,0,0,0,0,0.604973565,0,0,0,0.147621492,0.240804098,0.088803476
FBLIM1,0.133075995,0.152600667,0.038586026,0.292108217,0.393076299,0.129991493,0,0.199885445,0.036628284,0.047579446,0.077612856,0
UQCRHL,8.888408181,9.210388258,9.182058245,10.13702608,9.240394352,8.436328614,8.652035839,8.936529812,11.72723413,7.153547874,10.61968166,10.30935035
SPEN,6.992721094,6.820953659,4.989369984,4.948063578,4.508638958,6.213865183,6.622882787,10.71396122,4.911639679,5.848449463,8.39753122,7.224250297
ZBTB17,5.439575444,6.178253948,5.321813861,5.144273712,4.168017906,4.699008509,5.682202856,6.722697058,6.049938653,6.509272183,6.906079804,7.815543675
SRARP,0,0,0,0,0,0,0,0,0,0,0,0
HSPB7,0.200635036,0.110434488,0.13962023,0.029360238,0.031606954,0.391969232,0.037686697,0.091843601,0.04417877,0.057387383,0.093611823,0.069044135
CLCNKA,0,0,0,0.033026044,0,0,0.042392113,0.038741565,0,0,0.052649918,0.03883236
CLCNKB,0.160153043,0.440760987,0.030958098,0.078120809,0.252296403,0.104293957,0.200551188,0.320741666,0.235098998,0.152694568,0.249079435,0.505203852
FAM131C,0,0,0,0,0,0,0,0,0,0,0,0
EPHA2,2.112577418,1.366999637,1.618887447,3.836738532,3.788616615,3.648169515,1.860095391,1.640553283,1.287547166,2.10411205,3.080254397,1.817492641
